property_type,room_type,accommodates,bedrooms,price,number_of_reviews,review_scores_rating,calculated_host_listings_count,availability_30,minimum_nights,latitude,longitude,district
7,0,16,8.0,1613.0,57,5.0,4,17,3,41.91771,-87.71367,50
25,2,4,2.0811539071168172,70.0,2,5.0,34,0,32,41.87717,-87.70436,31
5,0,8,2.0,65.0,3,5.0,1,0,32,41.94193,-87.66657,45
11,0,4,1.0,104.0,46,4.59,2,3,32,41.85309,-87.69624,49
3,0,10,4.0,128.0,118,4.47,1,18,1,41.88594,-87.72223,31
11,0,6,2.0,96.0,75,4.39,1,12,3,41.83406,-87.61045,21
11,0,4,1.0,175.0,2,5.0,16,30,32,41.88771,-87.61852,51
11,0,5,3.0,90.0,158,4.56,1,16,1,41.924163,-87.704342,50
3,0,7,3.0,119.0,85,4.47,2,27,32,41.84352,-87.63915,12
9,0,2,2.0811539071168172,54.0,78,4.94,1,0,32,41.78118,-87.73739,87
3,0,2,1.0,147.0,3,4.67,1,0,32,41.9137,-87.68238,92
11,0,6,2.0,264.0,71,4.92,4,30,32,42.01957,-87.66426,72
3,0,16,5.0,422.0,110,4.83,17,13,2,41.85011,-87.63298,19
11,0,5,5.0,254.0,87,4.94,1,18,3,41.9084,-87.68364,92
25,2,2,2.0811539071168172,65.0,67,4.88,1,10,2,41.96143,-87.72214,0
11,0,4,3.0,118.0,60,4.88,1,13,1,41.7942,-87.79218,32
3,0,9,3.0,299.0,83,4.86,17,14,2,41.85715,-87.6338,19
3,0,9,3.0,299.0,106,4.94,17,10,2,41.85669,-87.63226,19
3,0,9,3.0,299.0,116,4.86,17,14,2,41.85797,-87.63388,58
11,0,5,3.0,155.0,133,4.69,5,8,2,41.85754,-87.66587,52
11,0,4,2.0,147.0,167,4.9,2,20,2,41.85694,-87.67701,52
25,2,6,2.0811539071168172,35.0,32,4.66,8,5,1,41.76447,-87.57348,79
3,0,14,4.0,399.0,76,4.8,17,11,2,41.85347767654599,-87.63321333299847,19
44,3,1,2.0811539071168172,27.0,53,4.7,23,22,2,41.72798,-87.57824,16
3,0,11,4.0,376.0,69,4.9,17,21,2,41.84599,-87.63497,3
3,0,8,3.0,250.0,116,4.83,1,28,2,41.72055,-87.59305,69
18,2,2,1.0,139.0,49,4.98,2,26,3,41.9318,-87.79291,55
20,2,4,2.0811539071168172,101.0,88,4.78,4,15,2,41.86644,-87.65344,48
3,0,10,3.0,499.0,28,4.79,4,5,2,41.86683,-87.65402,48
11,0,4,1.0,91.0,77,4.34,7,30,32,41.90231,-87.67174,24
25,2,2,2.0811539071168172,150.0,17,4.94,2,26,1,41.93726,-87.67514,60
11,0,7,3.0,146.0,87,4.9,2,14,2,41.92712,-87.66859,46
11,0,4,1.0,168.0,1,5.0,1,0,32,41.90018,-87.6664,91
3,0,10,3.0,195.0,223,4.63,1,16,1,41.92572,-87.67827,14
44,3,1,2.0811539071168172,26.0,20,4.65,23,25,2,41.728,-87.57715,16
11,0,2,1.0,138.0,1,5.0,645,0,32,41.898904,-87.62797,74
7,0,12,6.0,2599.0,25,5.0,2,2,3,41.9144,-87.6463,66
7,0,9,4.0,450.0,4,4.0,1,2,2,41.91784,-87.70446,50
11,0,2,1.0,107.0,144,4.99,1,4,2,41.9302,-87.69725,50
3,0,14,5.0,404.0,57,4.86,17,17,2,41.84572,-87.63329,3
3,0,13,4.0,404.0,49,4.84,17,21,2,41.84564,-87.63477,3
3,0,12,4.0,404.0,56,4.7,17,15,2,41.84589,-87.63485,3
25,2,4,2.0811539071168172,275.0,18,4.83,1,26,3,41.94115,-87.65076,45
3,0,6,4.0,122.0,136,4.9,1,29,1,41.97675323486328,-87.66390991210938,1
3,0,6,3.0,120.0,49,4.86,2,1,32,41.95481,-87.69889,42
25,2,2,2.0811539071168172,21.0,45,4.78,9,20,29,41.76087,-87.58783,79
7,0,3,1.0,71.0,57,4.84,1,14,2,41.85555,-87.67277,52
11,0,4,2.0,55.0,28,4.43,3,22,32,41.90762,-87.71031,40
11,0,6,3.0,98.0,156,4.74,4,18,1,41.87786,-87.67936,82
11,0,4,2.0,225.0,0,4.739273018648019,74,30,90,41.88634,-87.6482,88
40,3,2,2.0811539071168172,25.0,39,4.44,8,17,4,41.76437,-87.57332,79
11,0,2,1.0,150.0,2,5.0,34,30,32,41.89862,-87.62138,80
11,0,15,4.0,376.0,71,4.41,19,14,2,41.95516,-87.6688,45
11,0,4,2.0,109.0,66,4.92,1,12,3,41.74915,-87.61742,17
3,0,2,1.0,98.0,3,5.0,19,0,32,41.89627,-87.62597,74
3,0,4,2.0,155.0,1,5.0,3,0,32,42.00020605094575,-87.66888443380594,72
3,0,6,3.0,194.0,42,4.83,1,1,3,41.81685,-87.61667,34
11,0,2,7.0,170.0,1,5.0,74,30,60,41.89053,-87.63745,70
11,0,2,2.0811539071168172,232.0,70,4.73,6,0,32,41.88265,-87.64358,88
11,0,4,2.0,180.0,59,4.81,6,0,32,41.94085,-87.71697,8
3,0,5,2.0,185.0,83,4.99,1,0,3,41.94005,-87.64644,11
25,2,3,2.0811539071168172,133.0,106,4.56,4,0,1,41.88864,-87.72008,40
11,0,6,2.0,100.0,19,4.42,1,16,32,41.92192,-87.68306,14
11,0,7,4.0,275.0,69,5.0,1,9,2,41.952763,-87.686211,60
11,0,4,1.0,117.0,45,4.84,13,1,33,41.91331,-87.63998,66
20,2,1,2.0811539071168172,100.0,0,4.739273018648019,1,30,32,41.88202,-87.6835,82
11,0,2,1.0,87.0,88,4.6,2,2,1,41.93272,-87.72247,8
25,2,2,2.0811539071168172,39.0,14,4.93,4,25,30,41.7649,-87.56884,79
3,0,6,2.0,243.0,91,4.96,2,3,2,41.92147,-87.65427,46
11,0,6,3.0,2000.0,9,4.67,1,30,32,41.82624,-87.66837,54
11,0,2,1.0,95.0,34,4.65,7,10,32,41.91376,-87.63784,66
9,0,8,3.0,187.0,165,4.94,2,14,3,41.9099,-87.66682,91
3,0,5,2.0,250.0,40,4.37,1,30,32,41.97309,-87.84193,64
21,2,1,2.0811539071168172,27.0,18,4.94,6,0,32,41.79442,-87.66167,59
3,0,2,1.0,220.0,55,4.85,1,29,2,41.89739,-87.67186,24
29,2,1,2.0811539071168172,33.0,2,5.0,2,5,32,41.87241,-87.68399,48
25,2,1,2.0811539071168172,32.0,1,5.0,2,0,32,41.69191,-87.6815,56
17,2,4,2.0811539071168172,38.0,40,4.78,5,8,7,41.98295,-87.8196,63
6,0,2,1.0,134.0,168,4.98,1,4,2,41.99565,-87.66217,25
11,0,4,1.0,140.0,101,4.93,1,14,2,41.91918,-87.70321,50
11,0,4,2.0,780.0,19,4.84,2,0,2,41.8201,-87.61579,34
11,0,6,2.0,163.0,20,4.65,1,0,32,41.9152,-87.65341,46
25,2,2,2.0811539071168172,39.0,9,4.33,5,3,32,41.87605,-87.72218,31
3,0,6,2.0,319.0,63,4.92,2,20,2,41.905739,-87.674858,92
3,0,4,3.0,150.0,23,4.73,1,28,32,41.81472,-87.59928,44
11,0,2,1.0,150.0,3,5.0,34,30,32,41.89862,-87.62138,80
11,0,2,1.0,350.0,42,4.95,6,5,2,41.90074,-87.62465,80
11,0,2,2.0811539071168172,155.0,19,4.89,74,11,28,41.89759,-87.62277,80
11,0,2,7.0,150.0,0,4.739273018648019,74,30,32,41.89843,-87.62186,80
11,0,5,3.0,169.0,98,4.99,2,13,2,41.95457,-87.72258,42
11,0,2,2.0811539071168172,144.0,84,4.94,2,1,3,41.90176,-87.67139,24
11,0,2,1.0,240.0,12,4.92,1,8,1,41.789,-87.58865,41
11,0,5,3.0,161.0,115,4.84,3,13,31,41.92142,-87.702,50
46,3,6,2.0811539071168172,105.0,9,4.56,5,28,2,41.76678,-87.63288,35
36,1,2,1.0,210.0,11,4.45,21,27,1,41.8923,-87.627335,70
11,0,6,3.0,189.0,34,4.68,13,0,32,41.87202,-87.68713,48
36,1,1,1.0,75.0,572,4.58,21,30,1,41.892509,-87.616173,80
4,0,4,2.0,82.0,68,4.84,2,0,30,41.83326,-87.65196,12
11,0,6,2.0,60.0,6,4.83,1,0,3,41.96038,-87.70027,42
11,0,2,7.0,140.0,0,4.739273018648019,74,30,32,41.89848,-87.62176,80
11,0,2,1.0,185.0,0,4.739273018648019,34,30,32,41.88914,-87.6354,70
32,2,1,2.0811539071168172,67.0,9,5.0,1,10,32,41.89348,-87.65212,91
11,0,4,1.0,240.0,0,4.739273018648019,2,0,32,41.89216,-87.62972,70
7,0,3,1.0,150.0,121,4.75,1,19,1,41.91307,-87.7042,40
11,0,2,1.0,59.0,164,4.84,1,20,1,41.962604,-87.77551,67
11,0,2,1.0,160.0,6,4.67,74,7,32,41.89846,-87.621681,80
11,0,2,1.0,160.0,5,5.0,74,12,32,41.89862,-87.62173,80
11,0,4,2.0,500.0,14,4.86,1,0,1,41.90638,-87.62817,33
7,0,10,5.0,306.0,142,4.77,2,18,1,41.878445,-87.680006,82
7,0,2,1.0,200.0,9,5.0,3,0,2,41.9841,-87.71603,62
25,2,2,2.0811539071168172,252.0,13,4.92,3,0,2,41.98242,-87.71792,62
7,0,4,2.0,279.0,100,4.96,3,3,1,41.982,-87.71611,62
36,1,1,1.0,71.0,156,4.62,21,30,1,41.892509,-87.616173,80
36,1,1,1.0,73.0,67,4.49,21,30,1,41.8923,-87.627335,70
36,1,1,1.0,73.0,30,4.33,21,30,1,41.8923,-87.627335,70
11,0,7,2.0,280.0,73,4.92,1,19,2,41.9921,-87.66001,25
11,0,6,2.0,120.0,5,4.2,2,20,30,41.85601,-87.67138,52
11,0,4,2.0,60.0,137,4.65,1,0,1,41.918963,-87.708272,50
20,2,1,2.0811539071168172,50.0,17,4.94,4,1,2,41.783544,-87.613592,93
11,0,8,5.0,366.0,0,4.739273018648019,2,0,32,41.83016,-87.64557,12
11,0,6,3.0,112.0,110,4.81,4,19,1,41.87003,-87.68831,48
11,0,4,2.0,104.0,93,4.82,2,12,2,41.6882,-87.60491,69
5,0,4,1.0,111.0,140,4.95,1,0,1,41.8258,-87.61993,21
11,0,4,2.0,127.0,22,4.86,1,0,32,41.85862,-87.67896,52
3,0,4,2.0,101.0,38,4.97,4,0,2,41.78406,-87.61273,93
20,2,1,2.0811539071168172,57.0,7,5.0,4,0,2,41.78417,-87.61256,93
11,0,4,2.0,115.0,107,4.95,1,13,1,41.91237,-87.64121,66
11,0,2,1.0,150.0,0,4.739273018648019,645,0,32,41.898904,-87.62797,74
3,0,5,2.0,128.0,105,4.7,2,28,32,41.94043,-87.68306,60
9,0,14,4.0,2249.0,10,5.0,3,29,1,41.89564,-87.65398,91
9,0,4,1.0,234.0,82,4.84,1,13,2,41.91101,-87.67559,92
11,0,8,4.0,202.0,2,4.5,2,19,5,41.86200921924164,-87.7165844910606,61
3,0,12,4.0,399.0,25,4.88,17,23,2,41.85349,-87.63398,19
3,0,16,4.0,399.0,88,4.91,17,12,2,41.85311,-87.63203,19
13,0,10,4.0,432.0,127,4.77,2,4,2,41.90136,-87.62574,33
11,0,4,2.0,250.0,11,4.82,1,0,32,41.89763,-87.68022,81
11,0,6,3.0,161.0,106,4.96,1,3,2,41.95344,-87.67022,45
11,0,2,7.0,155.0,0,4.739273018648019,74,30,32,41.89846,-87.62186,80
36,1,2,1.0,210.0,266,4.57,21,27,1,41.8923,-87.627335,70
3,0,16,5.0,1072.0,12,4.83,6,22,1,41.89612,-87.66223,91
3,0,2,1.0,95.0,1,5.0,19,0,32,41.89315,-87.61506,80
11,0,4,2.0811539071168172,168.0,86,4.35,7,15,1,41.90465,-87.67233,92
7,0,6,3.0,950.0,1,5.0,1,29,4,41.91904,-87.67433,14
11,0,2,2.0,75.0,5,5.0,1,0,32,41.89239,-87.67986,91
11,0,3,1.0,92.0,182,4.93,1,3,2,41.98612,-87.66991,25
11,0,6,2.0,105.0,41,4.8,1,0,200,41.901,-87.66607,91
17,2,2,2.0811539071168172,44.0,18,4.61,5,1,6,41.98295,-87.8196,63
3,0,8,3.0,212.0,20,4.8,3,11,2,42.01375,-87.68298,72
11,0,4,2.0,131.0,152,4.96,1,8,3,41.92299,-87.70296,50
3,0,16,9.0,4500.0,0,4.739273018648019,24,1,2,41.89499,-87.65478,91
11,0,2,1.0,165.0,0,4.739273018648019,74,30,90,41.89193,-87.63558,70
11,0,4,2.0,250.0,1,2.0,1,29,1,41.88428,-87.75062,6
11,0,6,2.0,98.0,195,4.86,1,11,2,41.88563,-87.70512,31
11,0,4,2.0,285.0,131,4.99,2,17,2,41.891021728515625,-87.64463806152344,91
11,0,16,8.0,717.0,104,4.8,1,22,1,41.909609,-87.638202,66
11,0,5,3.0,209.0,13,4.15,1,0,2,41.91068,-87.71291,40
11,0,16,5.0,200.0,63,4.98,7,18,32,41.90977725947438,-87.67539414447259,92
20,2,1,2.0811539071168172,47.0,23,4.65,1,20,32,41.75824,-87.55608,79
11,0,6,1.0,236.0,11,4.82,9,30,32,41.92803,-87.69757,50
11,0,4,2.0,398.0,57,4.93,6,2,2,41.9012,-87.62585,33
11,0,4,2.0,775.0,15,5.0,6,20,3,41.89913,-87.62672,80
29,2,2,2.0811539071168172,50.0,2,4.5,2,0,3,42.01686,-87.6942,90
11,0,4,2.0,170.0,171,4.98,1,1,2,41.87145,-87.66085,48
11,0,4,2.0,177.0,81,4.96,1,23,2,41.6997,-87.6691,10
11,0,8,4.0,300.0,76,4.88,5,27,1,41.753124,-87.550407,79
11,0,2,2.0811539071168172,126.0,16,5.0,2,0,2,41.96051,-87.65316,83
11,0,6,2.0,219.0,72,5.0,2,8,3,41.94529,-87.66094,45
29,2,2,2.0811539071168172,98.0,67,4.97,1,14,2,41.89347,-87.65073,91
11,0,4,2.0,289.0,26,4.92,1,29,32,41.95207,-87.68423,60
13,0,16,8.0,2358.0,8,5.0,4,27,1,41.895,-87.65361,91
7,0,7,3.0,395.0,46,4.89,1,3,5,41.94455,-87.67143,45
2,0,4,2.0,107.0,45,4.8,1,12,3,41.96586,-87.7325,0
7,0,10,2.0,299.0,25,4.64,1,28,2,41.81374,-87.61497,34
7,0,4,2.0,264.0,18,4.94,3,0,32,41.87229,-87.68527,48
11,0,5,2.0,95.0,237,4.84,1,10,1,41.82332,-87.67019,54
11,0,4,2.0,141.0,132,4.73,5,14,2,41.85558,-87.66415,52
7,0,4,1.0,85.0,54,4.89,1,4,32,41.93558,-87.69736,8
3,0,2,1.0,159.0,6,4.67,1,30,32,41.81175,-87.61143,34
11,0,2,2.0811539071168172,109.0,168,4.94,1,10,2,41.97219,-87.69762,47
11,0,6,3.0,200.0,1,5.0,1,0,1,41.94484,-87.65049,45
29,2,3,2.0811539071168172,90.0,1,1.0,1,0,32,41.96595,-87.67233,83
5,0,2,1.0,76.0,239,4.77,1,4,1,41.99036,-87.78878,63
3,0,4,1.0,100.0,130,4.87,4,11,2,41.97562,-87.66286,83
11,0,4,1.0,169.0,43,4.74,13,24,32,41.93735,-87.65652,45
25,2,1,2.0811539071168172,100.0,0,4.739273018648019,1,0,32,41.99068,-87.65727,25
3,0,4,1.0,94.0,158,4.94,1,6,2,42.00533,-87.66291,72
11,0,5,2.0,87.0,32,4.91,1,0,32,41.93214,-87.71007,8
11,0,2,1.0,150.0,12,4.83,74,0,28,41.8977,-87.62222,80
11,0,6,2.0,95.0,36,4.75,2,11,32,42.00121,-87.67118,72
7,0,5,2.0,300.0,18,5.0,1,0,1,41.92017,-87.69941,50
11,0,5,2.0,160.0,115,4.96,2,9,2,41.82025,-87.61218,34
11,0,4,2.0,228.0,85,4.81,1,9,4,41.89655,-87.67693,24
11,0,2,1.0,144.0,0,4.739273018648019,645,13,32,41.898904,-87.62797,74
11,0,2,1.0,106.0,0,4.739273018648019,645,0,32,41.898904,-87.62797,74
25,2,1,2.0811539071168172,34.0,3,4.67,5,5,32,41.878,-87.72118,31
11,0,2,2.0811539071168172,155.0,82,4.75,1,21,4,41.914627,-87.636131,66
27,2,3,1.0,120.0,296,4.86,7,3,1,41.89025,-87.63013,70
11,0,4,2.0,122.0,103,4.69,1,20,3,41.84834,-87.70357,49
7,0,16,6.0,797.0,56,4.91,8,16,3,41.87957,-87.69569,31
7,0,5,2.0,65.0,18,4.78,1,0,32,41.73818,-87.57839,7
3,0,9,4.0,284.0,182,4.86,2,9,3,41.92354,-87.70219,50
11,0,4,2.0,153.0,50,4.72,13,0,32,41.91496,-87.64144,66
11,0,2,2.0811539071168172,244.0,178,4.89,6,0,32,41.88556,-87.6257,51
11,0,6,2.0,300.0,2,4.5,2,29,32,41.73513,-87.58599,16
11,0,2,7.0,150.0,3,5.0,74,0,32,41.89862,-87.62138,80
25,2,2,2.0811539071168172,168.0,16,4.88,1,21,1,41.90796,-87.67447,92
11,0,7,3.0,197.0,201,4.98,1,11,2,41.92319,-87.72209,50
25,2,2,2.0811539071168172,42.0,7,5.0,5,4,14,41.96131,-87.73464,42
11,0,2,2.0811539071168172,107.0,169,4.6,57,8,2,41.7975,-87.58069,41
11,0,2,2.0811539071168172,124.0,77,4.47,57,0,2,41.79488,-87.5844,41
11,0,2,2.0811539071168172,105.0,132,4.46,57,5,2,41.79835,-87.58301,41
11,0,2,1.0,154.0,90,4.44,57,2,2,41.79405,-87.58579,41
11,0,2,1.0,144.0,112,4.45,57,15,2,41.79457,-87.58412,41
11,0,4,2.0,180.0,132,4.47,57,2,2,41.80362,-87.58712,44
11,0,2,1.0,85.0,21,4.48,5,27,3,41.73411,-87.58402,16
11,0,2,1.0,123.0,1,5.0,645,17,32,41.896218,-87.625711,74
11,0,2,1.0,140.0,1,5.0,645,20,32,41.896218,-87.625711,74
11,0,2,1.0,158.0,2,5.0,645,0,32,41.896218,-87.625711,74
11,0,4,2.0,166.0,78,4.56,1,17,1,41.9747,-87.66588,83
11,0,2,1.0,120.0,60,4.64,3,19,2,41.97287,-87.6871,47
5,0,3,2.0811539071168172,56.0,30,4.73,9,11,1,41.76122,-87.58806,79
3,0,4,2.0,194.0,87,4.92,1,1,2,41.87475,-87.68638,48
9,0,8,2.0,556.0,100,4.79,1,22,1,41.8847,-87.65234,88
11,0,3,1.0,113.0,117,4.92,1,0,32,41.88269,-87.69194,82
11,0,2,2.0811539071168172,216.0,112,4.87,1,24,2,41.92607,-87.70741,50
11,0,2,1.0,139.0,1,4.0,645,18,32,41.8945286,-87.63340520000003,70
11,0,4,2.0,200.0,0,4.739273018648019,7,29,32,41.89778,-87.62245,80
11,0,2,1.0,153.0,1,5.0,645,11,32,41.8967797,-87.63170250000002,70
7,0,14,4.0,414.0,72,4.5,1,16,2,41.84228,-87.66214,12
11,0,4,1.0,240.0,14,4.79,1,0,32,41.94504,-87.64655,11
20,2,2,2.0811539071168172,150.0,2,5.0,3,0,30,41.99986,-87.66977,72
3,0,3,1.0,78.0,260,4.68,1,20,2,41.97392,-87.80602,63
11,0,2,2.0811539071168172,232.0,37,4.7,6,0,32,41.89533,-87.63092,70
7,0,2,1.0,185.0,37,4.97,1,0,32,41.90025,-87.66776,24
3,0,7,3.0,242.0,172,4.92,2,10,3,41.92494,-87.70487,50
7,0,7,3.0,200.0,105,4.84,1,7,2,41.94887,-87.65239,45
7,0,10,3.0,350.0,35,4.57,1,30,2,41.80968,-87.75037,32
11,0,4,2.0,129.0,85,4.62,2,8,2,41.84169,-87.6396,12
7,0,12,4.0,699.0,4,5.0,4,17,32,41.9153,-87.71436,50
7,0,16,4.0,1528.0,8,5.0,4,17,3,41.91463,-87.71389,50
36,2,2,1.0,411.0,369,4.72,10,29,1,41.88309,-87.62832,51
32,2,2,2.0811539071168172,66.0,29,4.93,20,1,2,41.80255,-87.60184,44
11,0,4,2.0,104.0,11,5.0,34,0,32,41.84185,-87.63837,12
36,2,2,1.0,402.0,87,4.74,10,29,1,41.88393,-87.62771,51
36,2,2,1.0,402.0,6,4.83,10,19,1,41.88309,-87.62832,51
36,2,2,1.0,402.0,6,4.5,10,24,1,41.88309,-87.62832,51
36,2,4,1.0,419.0,8,4.75,10,23,1,41.88309,-87.62832,51
36,2,4,1.0,419.0,6,4.17,10,25,1,41.88309,-87.62832,51
36,2,4,1.0,419.0,38,4.74,10,28,1,41.88264,-87.62928,51
36,2,4,1.0,453.0,7,4.57,10,20,1,41.88408,-87.62901,51
36,2,4,1.0,453.0,13,4.46,10,26,1,41.88378,-87.6276,51
36,2,4,1.0,470.0,43,4.79,10,23,1,41.88409,-87.62896,51
11,0,5,2.0,80.0,38,4.68,5,0,32,41.85131,-87.68087,52
11,0,4,2.0,50.0,0,4.739273018648019,1,0,35,41.7472,-87.60889,17
9,0,4,2.0811539071168172,70.0,64,4.8,5,0,32,41.84903,-87.6813,52
11,0,4,2.0,128.0,204,4.76,29,16,2,41.96626,-87.68652,47
11,0,3,1.0,115.0,91,4.79,3,0,2,41.83869,-87.71052,49
25,2,2,2.0811539071168172,72.0,75,4.75,7,8,2,41.83172,-87.61975,21
9,0,4,2.0811539071168172,90.0,64,4.95,5,11,32,41.8511,-87.6808,52
25,2,4,2.0811539071168172,45.0,16,4.88,2,0,32,41.95952,-87.72112,42
25,2,10,2.0811539071168172,321.0,27,4.85,3,0,32,41.9034,-87.69281,40
20,2,2,2.0811539071168172,80.0,8,5.0,1,0,32,41.9068,-87.66616,91
29,2,1,2.0811539071168172,62.0,2,3.5,2,30,1,42.02093,-87.6743,72
23,2,5,2.0811539071168172,116.0,123,4.79,1,15,2,41.81853,-87.60989,34
29,2,2,2.0811539071168172,75.0,24,4.5,1,0,32,41.90346,-87.69226,40
3,0,3,1.0,149.0,24,4.88,4,8,32,41.88614,-87.62544,51
7,0,14,6.0,771.0,63,4.97,1,19,3,41.94583,-87.75115,67
11,0,2,2.0811539071168172,120.0,0,4.739273018648019,7,30,32,41.89762,-87.62096,80
11,0,3,2.0,111.0,211,4.88,1,9,2,41.85577,-87.65829,52
11,0,4,1.0,188.0,7,4.43,2,0,32,41.8918,-87.65013,91
29,2,2,2.0811539071168172,45.0,32,4.38,9,13,32,41.98633,-87.67256,25
36,2,2,1.0,228.0,339,4.4,5,25,1,41.86938,-87.6233,36
36,2,3,1.0,228.0,542,4.38,5,27,1,41.87066,-87.62457,51
11,0,2,1.0,121.0,125,4.34,57,12,2,41.96291,-87.67693,47
29,2,1,2.0811539071168172,49.0,8,4.88,20,1,32,41.78313,-87.60748,93
7,0,6,3.0,107.0,101,4.8,1,25,1,41.911611,-87.686395,92
11,0,5,3.0,243.0,46,4.91,5,18,3,41.93682,-87.72368,8
11,0,4,2.0,69.0,6,5.0,20,1,32,41.78388,-87.60625,93
29,2,1,2.0811539071168172,45.0,5,5.0,20,20,32,41.78366,-87.60589,93
11,0,3,2.0811539071168172,152.0,36,4.75,1,20,3,41.93654,-87.72386,8
11,0,6,3.0,140.0,172,4.95,1,21,2,41.9662,-87.66489,83
11,0,4,2.0,158.0,128,4.42,57,11,2,41.80029285440075,-87.58303306125126,41
25,2,2,2.0811539071168172,35.0,5,4.6,5,10,32,41.87779,-87.72052,31
11,0,2,1.0,199.0,8,4.43,2,22,2,41.92059,-87.68677,14
11,0,10,3.0,389.0,116,4.85,4,27,3,41.90413,-87.70981,40
11,0,10,2.0,378.0,153,4.89,1,6,3,41.88306,-87.62577,51
3,0,6,2.0,101.0,137,4.8,1,11,32,41.78146,-87.6052,93
25,2,2,2.0811539071168172,50.0,154,4.93,1,5,2,41.98725,-87.66176,25
5,0,5,2.0,129.0,64,4.97,5,18,2,41.96135,-87.73472,42
3,0,4,1.0,100.0,14,4.71,1,0,32,41.80695,-87.60489,44
11,0,6,2.0,87.0,100,4.76,2,17,1,41.92248,-87.717282,50
3,0,6,3.0,324.0,48,5.0,1,26,5,41.99562,-87.66833,25
11,0,8,2.0,106.0,161,4.86,1,12,1,41.84721,-87.69704,49
3,0,4,1.0,109.0,48,4.9,2,23,1,41.8236,-87.61469,34
3,0,6,2.0,307.0,173,4.98,3,7,1,41.92387,-87.64005,46
11,0,2,1.0,136.0,0,4.739273018648019,645,0,32,41.86492479999999,-87.6246539,58
29,2,1,2.0811539071168172,52.0,14,4.86,20,0,32,41.78406,-87.60749,93
11,0,12,2.0,517.0,157,4.86,23,7,2,41.88632,-87.65106,88
11,0,12,3.0,443.0,145,4.74,23,7,2,41.88575,-87.65134,88
11,0,2,2.0811539071168172,160.0,0,4.739273018648019,74,30,60,41.88762,-87.63342,70
29,2,1,2.0811539071168172,63.0,126,4.92,1,3,2,41.89816,-87.69413,40
11,0,16,5.0,1146.0,46,4.83,23,2,2,41.88748,-87.65217,88
23,2,2,2.0811539071168172,35.0,26,4.5,1,0,32,41.99283,-87.67034,25
11,0,4,1.0,77.0,22,4.77,1,11,32,41.99771,-87.79452,63
46,3,1,2.0811539071168172,125.0,1,5.0,1,0,32,41.90222,-87.62962,74
11,0,8,3.0,400.0,18,4.78,1,0,32,41.9239,-87.65603,76
2,0,8,3.0,169.0,91,4.88,2,16,2,41.69589,-87.66555,56
11,0,3,1.0,125.0,70,4.8,13,0,32,41.98799,-87.66175,25
7,0,14,7.0,1254.0,38,4.76,6,30,2,41.95132,-87.71942,42
11,0,4,2.0,187.0,1,5.0,645,8,32,41.898904,-87.62797,74
11,0,4,2.0,135.0,144,4.42,57,7,2,41.79973,-87.59197,41
3,0,4,2.0,99.0,263,4.83,10,7,1,41.85675,-87.68591,52
11,0,2,1.0,126.0,0,4.739273018648019,645,7,32,41.898904,-87.62797,74
3,0,7,3.0,132.0,85,4.8,3,20,1,41.891286,-87.680657,91
3,0,2,1.0,253.0,41,4.95,1,4,10,41.88638,-87.64454,88
25,2,2,2.0811539071168172,42.0,4,5.0,5,0,30,41.87745,-87.72262,31
29,2,2,2.0811539071168172,30.0,2,5.0,1,0,32,41.93515,-87.69583,8
11,0,6,1.0,176.0,40,5.0,1,14,2,41.9266,-87.69645,50
3,0,5,2.0,163.0,54,4.87,1,0,1,41.88764572143555,-87.64510345458984,88
12,0,4,1.0,174.0,2,5.0,16,28,32,41.88561,-87.61848,51
32,2,4,2.0811539071168172,85.0,14,5.0,1,0,32,41.90744,-87.6712,92
11,0,2,1.0,86.0,45,4.84,5,4,2,41.92363,-87.69585,50
11,0,4,2.0,115.0,53,4.92,1,21,6,41.98961,-87.69798,90
11,0,6,2.0,73.0,14,4.93,34,29,32,41.84289,-87.6387,12
27,2,2,1.0,120.0,270,4.86,7,4,1,41.89072,-87.63032,70
11,0,6,2.0,115.0,54,4.31,7,14,1,41.88825,-87.70796,40
11,0,5,2.0,197.0,42,4.88,3,11,2,41.87784,-87.65924,88
11,0,4,2.0,206.0,62,4.98,3,10,2,41.87798,-87.65929,88
11,0,6,3.0,115.0,19,4.79,1,17,33,41.95617,-87.70051,42
3,0,7,3.0,212.0,111,4.59,1,14,3,41.8187,-87.61627,34
11,0,2,1.0,113.0,191,4.72,29,11,2,41.96509,-87.68735,47
11,0,4,1.0,89.0,39,4.49,1,5,5,42.01741,-87.66416,72
3,0,2,1.0,68.0,56,4.71,1,3,1,41.83099,-87.621,21
11,0,4,1.0,79.0,11,4.73,34,2,32,41.84427,-87.64087,12
7,0,16,5.0,657.0,93,4.81,1,18,1,41.98828,-87.71659,62
11,0,6,2.0,418.0,62,4.94,4,9,32,42.00914,-87.6635,72
20,2,2,2.0811539071168172,50.0,61,4.95,1,0,1,41.95918,-87.64797,83
3,0,4,3.0,97.0,12,4.75,1,3,4,41.81788,-87.6079,34
29,2,1,2.0811539071168172,29.0,13,4.69,1,0,32,41.91121,-87.70506,40
11,0,4,1.0,69.0,8,4.75,1,0,32,41.95772,-87.65009,83
11,0,6,2.0,31.0,9,4.67,34,0,32,41.84185,-87.64,12
11,0,7,3.0,203.0,84,4.87,2,2,3,41.99892,-87.66091,72
25,2,2,2.0811539071168172,48.0,15,5.0,4,25,26,41.7602,-87.56338,79
