property_type,room_type,accommodates,bedrooms,price,number_of_reviews,review_scores_rating,calculated_host_listings_count,availability_30,minimum_nights,latitude,longitude,district
3,0,6,3.0,306.0,54,4.98,5,19,1,41.94546,-87.65317,45
32,2,2,2.0811539071168172,69.0,13,4.77,6,18,1,41.80785,-87.60421,44
32,2,2,2.0811539071168172,66.0,23,4.65,6,18,1,41.80644,-87.60407,44
3,0,6,3.0,306.0,49,4.98,5,12,1,41.94361,-87.65284,45
11,0,8,3.0,275.0,3,5.0,19,25,2,41.93919,-87.75721,67
7,0,6,2.0,150.0,20,4.85,1,21,1,41.73721,-87.61862,17
11,0,6,3.0,303.0,34,4.76,41,21,2,41.85617,-87.6262,58
3,0,6,3.0,306.0,44,5.0,5,12,1,41.94569,-87.65182,45
11,0,6,2.0,248.0,18,4.72,41,25,2,41.85478,-87.62448,58
11,0,6,2.0,248.0,47,4.87,41,18,2,41.85482,-87.62294,58
11,0,4,1.0,190.0,52,4.71,41,20,2,41.85395,-87.62779,58
11,0,5,2.0,99.0,71,4.97,6,9,2,41.94456,-87.73638,42
11,0,8,3.0,307.0,34,4.79,41,24,2,41.85279,-87.62523,58
11,0,8,3.0,324.0,42,4.74,41,23,2,41.85477,-87.62386,58
11,0,8,3.0,307.0,41,4.78,41,13,2,41.85264,-87.62352,58
11,0,10,2.0,760.0,21,4.81,41,28,2,41.85621,-87.62496,58
11,0,8,4.0,202.0,40,4.68,2,20,3,41.95282,-87.65597,94
11,0,4,2.0,355.0,29,5.0,4,24,2,41.8557,-87.65495,52
29,2,2,2.0811539071168172,46.0,0,4.739273018648019,3,0,1,41.93029,-87.69893,50
3,0,6,1.0,225.0,38,4.89,19,9,2,41.95224,-87.64886,45
29,2,2,2.0811539071168172,45.0,0,4.739273018648019,3,0,1,41.93075,-87.69974,50
29,2,2,2.0811539071168172,60.0,92,4.91,6,13,2,41.7919,-87.6452,27
11,0,4,1.0,310.0,46,4.8,6,20,2,41.8921,-87.63447,70
11,0,6,2.0,259.0,19,4.84,6,19,2,41.89215,-87.63588,70
11,0,2,1.0,116.0,1,5.0,645,0,32,41.87710939999999,-87.6338518,51
3,0,6,3.0,214.0,27,4.85,2,27,3,41.87554,-87.69447,31
11,0,4,1.0,96.0,33,4.85,1,12,1,41.90513,-87.71678,40
11,0,6,2.0,105.0,61,4.74,1,9,2,41.721069,-87.616882,73
3,0,12,4.0,676.0,50,4.98,1,21,2,41.91143,-87.65017,46
7,0,15,5.0,468.0,52,4.94,1,15,2,41.91544,-87.6747,14
11,0,6,2.0,258.0,40,4.85,6,22,2,41.89034,-87.63373,70
11,0,4,1.0,394.0,17,4.59,6,21,32,41.88999,-87.63517,70
11,0,6,2.0,259.0,23,4.65,6,24,2,41.89037,-87.63563,70
7,0,4,1.0,98.0,29,4.69,1,23,3,41.97192,-87.71217,0
11,0,2,2.0811539071168172,118.0,37,4.78,1,16,2,41.91822,-87.68287,14
11,0,12,4.0,209.0,25,4.72,1,10,1,41.79618,-87.61962,85
11,0,2,2.0811539071168172,102.0,72,4.54,1,5,2,41.93086,-87.6415,46
11,0,2,1.0,78.0,40,4.88,9,25,1,41.96667,-87.68652,47
11,0,2,1.0,96.0,119,4.82,9,19,1,41.96674,-87.68548,47
3,0,4,1.0,202.0,55,4.93,25,11,2,41.87025,-87.62305,36
3,0,6,2.0,265.0,46,4.89,25,11,2,41.8701,-87.6252,51
11,0,4,2.0,82.0,23,4.7,8,16,1,41.94383,-87.72491,8
12,0,2,1.0,190.0,3,5.0,7,0,32,41.90008,-87.67113,24
11,0,2,1.0,99.0,42,4.93,1,7,2,41.9354,-87.72392,8
3,0,6,2.0,199.0,48,4.92,3,3,32,41.90749,-87.64227,66
3,0,6,3.0,112.0,53,4.94,1,0,2,41.89053,-87.71575,40
11,0,4,2.0811539071168172,197.0,62,4.69,73,15,2,41.85358,-87.62331,58
11,0,6,2.0,150.0,0,4.739273018648019,1,0,32,41.81726,-87.62358,34
5,0,4,1.0,225.0,39,4.56,1,0,32,41.88225,-87.68099,82
29,2,2,2.0811539071168172,60.0,5,4.6,4,14,2,41.75276,-87.60391,35
3,0,12,3.0,244.0,0,4.739273018648019,22,30,32,41.89972,-87.71786,40
29,2,2,2.0811539071168172,44.0,82,4.84,6,21,1,41.79228,-87.64699,27
29,2,1,2.0811539071168172,51.0,0,4.739273018648019,20,29,32,41.82883,-87.61992,21
11,0,4,2.0,148.0,0,4.739273018648019,645,0,32,41.87723,-87.62901,51
11,0,2,2.0811539071168172,119.0,0,4.739273018648019,645,0,32,41.885209,-87.6471114,88
25,2,2,2.0811539071168172,150.0,8,4.63,4,30,1,41.919395,-87.77948,9
3,0,7,3.0,293.0,15,4.73,1,21,2,41.87617492675781,-87.69829559326172,31
11,0,6,2.0,307.0,0,4.739273018648019,19,26,2,41.93862,-87.75697,9
5,0,4,1.0,142.0,27,4.93,1,10,2,41.89476,-87.660675,91
23,2,2,2.0811539071168172,59.0,2,5.0,3,30,32,41.923119,-87.683525,14
11,0,6,3.0,105.0,2,5.0,2,0,32,41.99167,-87.73544,75
7,0,6,3.0,203.0,30,4.7,1,24,2,41.71153,-87.68136,10
3,0,2,1.0,115.0,3,5.0,2,3,14,41.95566,-87.6527,83
25,2,2,2.0811539071168172,149.0,0,4.739273018648019,29,30,3,41.84219,-87.64498,12
3,0,6,3.0,157.0,46,4.96,1,9,2,41.928295,-87.722275,50
3,0,8,4.0,903.0,35,5.0,1,8,3,41.87372,-87.62819,68
29,2,3,2.0811539071168172,44.0,31,4.32,4,16,2,41.8798,-87.6792,82
3,0,16,4.0,205.0,4,5.0,35,16,2,41.90037,-87.65649,91
13,0,7,3.0,449.0,42,5.0,1,18,2,41.92319,-87.64879,76
7,0,5,1.0,166.0,32,4.78,5,20,1,41.85278,-87.63514,19
3,0,4,3.0,280.0,0,4.739273018648019,1,30,32,41.92301,-87.68341,14
11,0,4,3.0,129.0,46,5.0,1,6,2,41.93138,-87.71982,50
3,0,4,2.0,285.0,31,4.97,1,18,2,41.913681,-87.701302,40
11,0,6,2.0,413.0,19,4.95,9,28,32,41.8917,-87.63393,70
11,0,3,2.0811539071168172,78.0,30,4.8,11,21,2,41.9984,-87.69178,90
11,0,2,1.0,150.0,59,4.47,14,19,32,41.92843,-87.64098,46
11,0,12,4.0,311.0,38,4.84,19,17,2,42.00181,-87.6688,72
3,0,6,2.0,392.0,8,5.0,1,30,3,41.91907,-87.6394,46
11,0,7,2.0,167.0,18,4.33,1,6,2,41.97948,-87.6899,47
6,0,4,2.0,150.0,0,4.739273018648019,2,29,32,41.80727,-87.62231,34
11,0,3,2.0,184.0,33,4.94,1,0,2,41.91667175292969,-87.71823120117188,50
11,0,4,2.0,182.0,59,4.97,2,10,2,41.93999099731445,-87.65956115722656,45
11,0,2,1.0,78.0,36,4.86,11,23,2,41.9964,-87.69301,90
3,0,4,2.0,144.0,48,4.85,6,0,1,41.92911,-87.63995,46
11,0,2,1.0,140.0,0,4.739273018648019,645,11,32,41.8860812,-87.63422229999998,51
25,2,2,2.0811539071168172,93.0,3,5.0,1,0,2,41.96518,-87.66159,83
11,0,2,1.0,85.0,5,5.0,5,16,32,41.86598,-87.68804,48
11,0,2,2.0811539071168172,275.0,111,4.68,6,24,1,41.87053,-87.62381,36
11,0,2,1.0,325.0,1,5.0,6,19,1,41.87065,-87.62401,36
11,0,2,1.0,305.0,32,4.56,6,25,1,41.8707,-87.62358,36
11,0,4,2.0,403.0,13,4.92,6,21,1,41.87033,-87.62432,51
7,0,8,5.0,284.0,8,5.0,24,25,2,41.89818002830246,-87.70523525155727,40
11,0,4,2.0,440.0,186,4.65,6,22,1,41.87149,-87.624573,51
23,2,2,2.0811539071168172,59.0,1,5.0,3,30,32,41.92259,-87.68458,14
3,0,4,2.0,152.0,0,4.739273018648019,1,0,32,41.9047315811723,-87.62627021050673,33
11,0,6,2.0,237.0,32,4.84,73,20,2,41.85514,-87.62531,58
11,0,6,3.0,307.0,29,4.79,73,20,2,41.85537,-87.62493,58
11,0,6,2.0,248.0,33,4.85,73,21,2,41.85562,-87.62476,58
11,0,6,3.0,307.0,59,4.71,73,7,2,41.85352,-87.62383,58
11,0,3,2.0,99.0,7,4.71,1,1,32,41.805164,-87.674355,59
11,0,8,3.0,165.0,1,2.0,1,16,7,41.85341626575781,-87.71872587868222,61
11,0,5,2.0,285.0,22,4.91,1,5,2,41.90922,-87.68399,92
11,0,3,1.0,92.0,32,4.75,19,17,1,41.97595,-87.68059,47
11,0,5,2.0,90.0,15,4.73,19,7,1,41.96424,-87.7068,0
11,0,2,1.0,141.0,0,4.739273018648019,645,0,32,41.8860812,-87.63422229999998,51
29,2,2,2.0811539071168172,54.0,93,4.88,6,28,2,41.79398,-87.64681,27
29,2,2,2.0811539071168172,45.0,26,4.77,1,18,2,41.81698,-87.6929,13
29,2,5,2.0811539071168172,184.0,0,4.739273018648019,19,30,2,41.93855,-87.75672,9
5,0,4,2.0,139.0,0,4.739273018648019,1,30,32,41.889857806286734,-87.66196389619515,91
3,0,5,3.0,239.0,13,4.69,1,0,1,41.77758,-87.59469,93
11,0,3,1.0,180.0,0,4.739273018648019,1,0,60,41.86593,-87.62534,58
11,0,4,1.0,169.0,4,5.0,1,10,3,41.981583,-87.672424,1
7,0,6,2.0,142.0,27,4.96,1,13,2,41.932644,-87.718285,8
11,0,4,2.0,90.0,42,4.83,1,4,2,41.94039,-87.77969,22
7,0,6,2.0,302.0,3,4.33,1,0,3,41.916333748570985,-87.63625988399065,66
11,0,3,2.0811539071168172,82.0,68,4.68,16,12,1,41.96793,-87.6732,83
5,0,6,2.0,125.0,1,5.0,2,0,32,41.80715,-87.62424,34
3,0,6,1.0,115.0,40,4.88,2,12,2,41.88835,-87.70615,40
29,2,2,2.0811539071168172,40.0,46,4.61,4,15,2,41.88141,-87.67715,82
29,2,3,2.0811539071168172,46.0,45,4.53,4,8,2,41.87976,-87.6779,82
11,0,1,1.0,150.0,0,4.739273018648019,1,30,32,41.89306,-87.61784,80
7,0,6,3.0,1186.0,10,5.0,1,30,3,41.8944877,-87.66572880000001,91
3,0,4,1.0,92.0,12,4.83,2,0,1,41.92852,-87.70148,50
9,0,16,3.0,250.0,16,4.31,2,27,32,41.7819,-87.61014,93
7,0,16,5.0,3000.0,0,4.739273018648019,29,30,32,41.83881245346877,-87.64476222420905,12
11,0,6,2.0,106.0,3,5.0,1,4,32,41.83551166097462,-87.64701034873724,12
20,2,2,2.0811539071168172,95.0,5,4.6,2,0,28,41.89546654125364,-87.65848078095094,91
11,0,4,1.0,135.0,0,4.739273018648019,1,0,32,41.91337,-87.64179,66
11,0,1,2.0,117.0,0,4.739273018648019,1,0,32,41.96025,-87.65596,83
11,0,4,2.0,156.0,1,5.0,645,0,32,41.8772287,-87.6290111,51
11,0,4,2.0,119.0,19,4.84,2,19,1,41.94509,-87.71808,8
11,0,5,2.0,71.0,16,4.81,22,2,29,41.78194,-87.74026,20
20,2,4,2.0811539071168172,136.0,40,4.85,2,12,2,41.9714234,-87.7528638,43
11,0,2,1.0,114.0,0,4.739273018648019,645,0,32,41.98397,-87.65545,25
11,0,2,1.0,96.0,0,4.739273018648019,645,0,32,41.98397,-87.65545,25
11,0,6,2.0,161.0,61,4.7,10,2,6,41.88619,-87.62677,51
10,0,1,1.0,121.0,0,4.739273018648019,2,0,32,41.90594,-87.72281,40
11,0,2,2.0811539071168172,98.0,46,4.57,15,13,2,41.79344,-87.58997,41
11,0,2,2.0811539071168172,100.0,22,4.36,15,9,2,41.79383,-87.59213,41
13,0,6,3.0,351.0,6,5.0,2,3,3,41.91249,-87.64896,46
11,0,4,2.0,83.0,56,4.88,1,8,1,41.97162,-87.74903,75
11,0,8,3.0,461.0,19,4.84,9,25,2,41.88474,-87.61447,51
11,0,4,2.0,114.0,38,4.87,1,8,3,41.94448,-87.72051,8
11,0,2,1.0,119.0,0,4.739273018648019,645,0,32,41.87710939999999,-87.6338518,51
25,2,2,2.0811539071168172,55.0,5,5.0,3,0,1,41.99296,-87.7832,63
25,2,2,2.0811539071168172,70.0,8,4.5,3,0,2,41.99064,-87.78321,63
12,0,3,1.0,117.0,1,5.0,38,5,32,41.88462,-87.62591,51
3,0,3,1.0,187.0,44,4.82,5,13,2,41.91815,-87.67558,14
12,0,3,1.0,209.0,0,4.739273018648019,38,29,32,41.89813,-87.63209,70
11,0,2,1.0,161.0,0,4.739273018648019,645,0,32,41.88501,-87.64403,88
7,0,8,4.0,2070.0,2,4.0,1,30,32,41.9051,-87.68319,92
11,0,6,1.0,270.0,54,4.83,7,11,32,41.84779,-87.73515,61
7,0,8,4.0,208.0,22,4.91,8,18,3,41.76217,-87.59189,79
11,0,2,2.0811539071168172,99.0,45,4.27,15,9,2,41.79319,-87.59261,41
3,0,4,2.0,140.0,0,4.739273018648019,1,0,32,41.8951123,-87.62663889999999,70
36,2,2,1.0,256.0,20,4.7,17,19,1,41.88552,-87.62849,51
36,2,2,1.0,256.0,47,4.74,17,19,1,41.88397,-87.62794,51
11,0,2,1.0,113.0,43,4.84,2,10,3,41.83892,-87.61563,21
11,0,4,3.0,150.0,9,4.78,26,9,4,41.87007,-87.65368,48
11,0,5,2.0,142.0,45,4.93,1,20,2,41.9198011,-87.7207268,50
11,0,6,4.0,259.0,1,5.0,9,0,32,41.93881,-87.66343,45
29,2,1,2.0811539071168172,25.0,0,4.739273018648019,1,29,32,41.78505,-87.59654,93
11,0,2,2.0811539071168172,89.0,33,4.7,19,21,2,41.98744,-87.66566,25
11,0,2,1.0,210.0,18,5.0,1,15,3,41.9780559,-87.6808843,47
11,0,6,2.0,99.0,0,4.739273018648019,1,0,32,41.7888276,-87.73374869999999,86
3,0,5,2.0,164.0,18,4.67,1,27,1,41.778272,-87.6584419,27
29,2,2,2.0811539071168172,87.0,13,5.0,3,17,1,41.84558,-87.62693,21
3,0,12,2.0,614.0,15,4.87,1,25,2,41.89964,-87.67192,24
7,0,12,5.0,487.0,41,4.98,19,12,3,41.91064,-87.69109,92
11,0,4,2.0,68.0,4,5.0,2,24,32,41.91991769605695,-87.69038349140166,50
11,0,2,1.0,200.0,0,4.739273018648019,7,12,32,41.9002,-87.67133,24
11,0,2,1.0,200.0,0,4.739273018648019,1,30,32,41.90803,-87.63155,33
11,0,6,3.0,324.0,19,4.89,3,30,3,41.90553,-87.69597,40
11,0,2,1.0,325.0,1,5.0,1,0,32,41.91518,-87.63704,66
11,0,3,1.0,120.0,6,4.67,3,30,32,41.9775526,-87.6934405,47
29,2,4,2.0811539071168172,140.0,2,5.0,1,25,2,41.8129818,-87.6071442,34
11,0,2,1.0,82.0,18,4.56,1,12,2,41.8068107,-87.7219644,2
3,0,6,2.0,282.0,41,4.95,16,8,2,41.90914,-87.67476,92
11,0,2,2.0811539071168172,109.0,37,4.95,2,3,3,41.84031,-87.61662,21
9,0,16,5.0,656.0,47,4.96,5,5,2,41.8903205,-87.6507402,91
7,0,12,5.0,1628.0,24,5.0,1,19,3,41.90919,-87.6375,66
3,0,6,3.0,126.0,24,4.75,24,5,2,41.96057,-87.72264,42
3,0,8,4.0,250.0,2,3.5,2,30,32,41.77127,-87.61776,35
3,0,6,3.0,306.0,37,5.0,1,10,2,41.9008279,-87.67083939999999,24
11,0,5,2.0,170.0,2,5.0,2,0,32,41.91998,-87.72949,39
12,0,2,1.0,175.0,0,4.739273018648019,7,10,32,41.90011,-87.66904,24
11,0,2,2.0811539071168172,73.0,22,4.59,11,25,2,41.99715,-87.6916,90
7,0,12,4.0,1138.0,7,5.0,2,0,2,41.90488,-87.67403,92
12,0,8,3.0,344.0,29,4.9,1,22,2,41.97853,-87.76765,43
11,0,2,1.0,140.0,0,4.739273018648019,645,0,32,41.89539809999999,-87.6611428,91
36,2,2,1.0,256.0,34,4.76,17,19,1,41.884,-87.62837,51
36,2,2,1.0,256.0,12,4.83,17,19,1,41.88511,-87.63007,51
36,2,2,1.0,256.0,7,4.57,17,19,1,41.88396,-87.62851,51
11,0,4,2.0,113.0,27,4.59,1,30,32,41.91366,-87.72809,39
11,0,4,2.0,104.0,64,4.92,1,12,2,41.85488,-87.67943,52
3,0,8,3.0,1000.0,4,5.0,1,17,3,41.88571160142535,-87.65285454690456,88
29,2,2,2.0811539071168172,33.0,0,4.739273018648019,29,0,32,41.80095,-87.64424,59
11,0,10,3.0,115.0,2,3.0,1,29,32,41.7802,-87.60681,93
3,0,5,2.0,110.0,5,4.8,1,15,32,41.92582,-87.67659,14
7,0,5,3.0,179.0,0,4.739273018648019,1,30,32,41.7948435,-87.62744959999999,85
29,2,2,2.0811539071168172,30.0,0,4.739273018648019,29,30,32,41.79687018343322,-87.64732356248358,59
29,2,2,2.0811539071168172,23.0,0,4.739273018648019,29,4,32,41.807523993786525,-87.62796616134521,34
11,0,6,2.0,250.0,21,4.9,1,22,3,41.91447489999999,-87.669347,14
3,0,2,2.0811539071168172,57.0,25,4.32,1,2,1,41.85271,-87.6853,52
3,0,10,3.0,109.0,3,4.67,8,2,32,41.94889148831807,-87.65882480889559,94
11,0,4,2.0,257.0,43,4.91,41,5,2,41.90424,-87.63238,66
29,2,2,2.0811539071168172,27.0,0,4.739273018648019,29,9,32,41.79918,-87.64876,59
29,2,2,2.0811539071168172,27.0,0,4.739273018648019,29,9,32,41.79866234597713,-87.64914725953213,59
29,2,2,2.0811539071168172,29.0,0,4.739273018648019,29,0,32,41.79761,-87.64682,59
29,2,2,2.0811539071168172,25.0,2,4.5,29,0,60,41.7996,-87.64448,59
29,2,2,2.0811539071168172,105.0,2,5.0,19,25,2,41.93883,-87.75713,67
11,0,4,2.0,185.0,60,4.98,1,9,3,41.92207,-87.64025,46
11,0,6,2.0,214.0,47,4.91,5,22,2,41.91682,-87.70463,50
3,0,4,2.0,119.0,31,4.61,1,6,2,41.96606,-87.72074,0
3,0,2,1.0,132.0,0,4.739273018648019,1,23,365,41.89824706298495,-87.62158066034317,80
11,0,2,1.0,144.0,0,4.739273018648019,645,17,32,41.8952397,-87.6551692,91
11,0,4,2.0,197.0,0,4.739273018648019,645,0,32,41.8952397,-87.6551692,91
3,0,13,4.0,713.0,11,4.91,16,3,2,41.91006,-87.67629,92
7,0,8,4.0,553.0,7,5.0,1,0,3,41.91677,-87.68019,14
3,0,8,3.0,432.0,7,4.86,1,21,1,41.82333,-87.62515,34
11,0,6,2.0,91.0,65,4.83,7,6,1,41.89064,-87.632,70
12,0,2,1.0,99.0,0,4.739273018648019,38,29,32,41.87782021567431,-87.64779520509086,37
29,2,5,2.0811539071168172,90.0,28,4.96,1,18,2,41.91790107490105,-87.70725715767212,50
25,2,2,2.0811539071168172,66.0,3,4.67,3,22,2,41.9001,-87.7565,6
11,0,6,2.0,248.0,21,4.76,73,24,2,41.85398,-87.62317,58
11,0,8,4.0,906.0,52,4.83,41,25,2,41.90188,-87.62581,33
7,0,12,5.0,463.0,0,4.739273018648019,11,30,3,41.77633,-87.77605,20
7,0,12,5.0,463.0,0,4.739273018648019,11,30,32,41.7749,-87.77385,20
7,0,10,5.0,549.0,0,4.739273018648019,11,30,32,41.97789,-87.80244,63
11,0,4,1.0,124.0,1,5.0,1,30,32,41.97904,-87.67994,47
3,0,4,1.0,136.0,16,4.88,1,19,2,41.8963,-87.68361,81
11,0,6,2.0,172.0,25,4.96,1,4,2,41.9501358595008,-87.6785959007239,60
11,0,4,1.0,134.0,22,4.73,1,14,4,41.90731,-87.62821,33
3,0,8,1.0,64.0,36,4.61,35,24,3,41.90305,-87.62706,33
3,0,14,2.0,128.0,3,4.67,35,20,2,41.9012,-87.62632,33
11,0,2,1.0,103.0,16,3.94,15,18,2,41.80392,-87.59348,44
11,0,6,1.0,117.0,45,4.22,6,27,1,41.85244,-87.67472,52
7,0,10,4.0,707.0,29,4.79,41,24,2,41.90366,-87.63302,70
11,0,2,2.0811539071168172,101.0,15,4.2,15,2,2,41.7956,-87.59229,41
11,0,2,2.0811539071168172,80.0,10,3.4,15,18,2,41.79524,-87.59199,41
11,0,2,1.0,80.0,34,4.62,8,17,1,41.93453,-87.65202,45
11,0,6,3.0,88.0,40,4.73,10,23,2,41.93728,-87.72045,8
11,0,2,1.0,78.0,39,4.64,8,17,1,41.93569,-87.65218,45
11,0,4,2.0,83.0,40,4.98,10,14,1,41.93518,-87.71995,8
11,0,2,1.0,60.0,37,4.86,8,12,2,41.934,-87.65277,45
11,0,2,1.0,66.0,69,4.84,8,12,1,41.94568,-87.6445,45
11,0,4,4.0,95.0,1,5.0,1,30,32,41.77548,-87.59221,93
11,0,4,2.0,84.0,40,4.8,8,8,1,41.9454,-87.64825,11
11,0,2,1.0,77.0,35,4.91,9,20,1,41.97747,-87.68135,47
7,0,12,4.0,719.0,25,4.72,41,28,2,41.90209,-87.63291,70
7,0,12,4.0,608.0,26,4.65,41,27,2,41.90192,-87.63136,74
7,0,14,5.0,663.0,32,4.84,41,28,2,41.90232,-87.64436,70
29,2,2,2.0811539071168172,30.0,1,5.0,29,0,32,41.80163,-87.64831,59
29,2,2,2.0811539071168172,27.0,1,5.0,29,12,32,41.79923,-87.64549,59
11,0,6,2.0,152.0,14,4.43,1,27,2,41.89868364386286,-87.72217059682005,40
29,2,2,2.0811539071168172,23.0,1,4.0,29,0,32,41.80409,-87.64217,59
11,0,2,2.0811539071168172,61.0,43,4.77,10,15,1,41.96712,-87.76737,67
3,0,4,2.0,165.0,3,5.0,1,0,32,41.8951123,-87.62663889999999,70
11,0,6,3.0,85.0,25,4.92,4,4,2,41.7743,-87.61273,93
25,2,1,2.0811539071168172,69.0,5,3.8,6,23,2,41.85235,-87.7073,49
7,0,12,5.0,250.0,0,4.739273018648019,11,30,32,41.74631,-87.615,17
11,0,2,1.0,140.0,0,4.739273018648019,645,0,32,41.89524,-87.65517,91
3,0,3,2.0,98.0,30,4.83,2,9,3,41.95608,-87.69181,60
11,0,8,3.0,382.0,16,4.88,8,30,2,41.89358,-87.6154,80
11,0,4,2.0,50.0,7,4.71,2,0,32,41.81576,-87.69085,13
25,2,2,2.0811539071168172,75.0,2,5.0,2,30,32,41.78686,-87.62877,27
7,0,5,2.0,75.0,1,5.0,2,0,32,41.78681,-87.62855,27
11,0,2,1.0,147.0,2,5.0,645,0,32,41.8849796,-87.6611185,88
11,0,2,1.0,178.0,0,4.739273018648019,645,0,32,41.8849796,-87.6611185,88
11,0,6,3.0,344.0,66,4.79,23,3,2,41.89936,-87.61954,80
11,0,3,2.0811539071168172,180.0,12,5.0,3,19,3,41.9669264,-87.69449619999999,47
11,0,8,3.0,461.0,20,4.65,8,27,2,41.88559,-87.61614,51
11,0,8,3.0,477.0,17,4.71,8,25,2,41.88566,-87.61573,51
7,0,7,3.0,250.0,13,4.92,1,27,1,41.7315309,-87.54722149999999,77
29,2,4,2.0811539071168172,69.0,36,4.86,1,8,1,42.02055,-87.67013,72
11,0,8,3.0,347.0,25,4.72,41,19,2,41.85567,-87.62707,58
11,0,6,3.0,287.0,21,4.86,41,27,2,41.85394,-87.6273,58
7,0,6,3.0,219.0,14,5.0,1,22,2,41.9038998,-87.71982349999999,40
11,0,4,2.0,143.0,47,4.09,57,16,2,41.90845,-87.67035,92
11,0,2,1.0,86.0,61,4.92,7,17,1,41.88483,-87.64353,88
11,0,4,1.0,287.0,8,4.75,7,19,2,41.8541152,-87.6227943,58
11,0,2,1.0,77.0,32,4.81,9,14,1,41.96428,-87.69037,47
11,0,6,2.0,235.0,6,4.33,1,30,32,41.943,-87.71838,8
3,0,5,2.0,336.0,8,4.75,2,28,2,41.79591,-87.58991,41
11,0,4,2.0,75.0,2,5.0,9,0,32,41.93881,-87.66359,45
11,0,2,2.0811539071168172,87.0,15,4.4,11,26,2,41.99713,-87.6917,90
11,0,4,2.0,154.0,35,5.0,1,11,2,41.83820315284864,-87.6487029119883,12
11,0,3,1.0,79.0,2,5.0,7,12,32,41.81541,-87.61616,34
11,0,4,2.0,101.0,16,4.81,7,8,10,41.89115,-87.67348,91
11,0,3,1.0,90.0,2,3.5,1,0,32,41.97199,-87.66217,83
3,0,8,4.0,385.0,3,4.67,2,25,32,41.77054,-87.61617,35
3,0,7,3.0,144.0,46,4.63,2,14,1,41.78015,-87.60028,93
3,0,4,2.0,307.0,8,5.0,2,12,32,41.93906,-87.67961,60
11,0,4,1.0,182.0,38,4.45,14,30,32,41.90883,-87.63511,66
3,0,2,2.0811539071168172,89.0,54,4.81,14,8,32,41.90699,-87.63507,66
11,0,2,1.0,145.0,48,4.48,14,30,32,41.90897,-87.63331,66
7,0,8,3.0,284.0,22,4.95,1,25,1,41.93973931477377,-87.78529656054219,22
12,0,4,1.0,286.0,9,4.67,10,12,1,41.90541,-87.67387,92
7,0,6,3.0,236.0,13,4.85,2,12,2,41.92188,-87.71994,50
29,2,2,2.0811539071168172,59.0,0,4.739273018648019,22,2,3,41.75912,-87.57885,79
11,0,2,2.0811539071168172,121.0,0,4.739273018648019,645,0,32,41.890516,-87.635955,70
11,0,9,3.0,120.0,69,4.74,1,13,2,41.843291,-87.658006,12
25,2,1,2.0811539071168172,58.0,20,4.7,1,30,30,41.87948634062094,-87.66745645876725,82
11,0,4,2.0,300.0,0,4.739273018648019,2,30,32,41.89945,-87.66237,91
11,0,8,4.0,289.0,26,4.62,3,19,1,41.84872,-87.68367,52
29,2,2,2.0811539071168172,59.0,4,4.25,22,19,3,41.75893,-87.5785,79
46,3,2,2.0811539071168172,39.0,1,5.0,22,10,32,41.75876,-87.57841,79
46,3,1,2.0811539071168172,39.0,0,4.739273018648019,22,0,28,41.75908,-87.5785,79
29,2,2,2.0811539071168172,50.0,4,5.0,6,22,3,41.96824852166364,-87.722541937658,0
11,0,5,3.0,155.0,27,4.93,1,26,32,41.76712,-87.61307,35
11,0,2,2.0811539071168172,77.0,54,4.8,9,21,2,41.93629,-87.6426,45
11,0,4,2.0,76.0,99,4.88,9,19,1,41.91597,-87.71201,50
11,0,4,2.0,83.0,34,4.79,9,14,1,41.95184,-87.65853,94
11,0,6,3.0,100.0,47,4.79,9,16,1,41.90393,-87.68282,92
11,0,4,2.0,74.0,106,4.89,9,17,1,41.91573,-87.71213,50
11,0,6,3.0,93.0,59,4.86,9,12,1,41.93217,-87.66896,46
11,0,2,2.0811539071168172,79.0,95,4.81,9,17,2,41.93556,-87.64452,45
20,2,2,2.0811539071168172,61.0,24,5.0,1,0,27,41.97041274184106,-87.65758763998747,83
3,0,14,4.0,370.0,36,4.94,1,18,3,41.94898,-87.65887,94
11,0,2,2.0811539071168172,75.0,46,4.76,9,15,1,41.96517,-87.65957,83
11,0,2,2.0811539071168172,81.0,44,4.95,9,13,1,41.93651,-87.64765,45
3,0,2,1.0,145.0,0,4.739273018648019,1,0,180,41.9544485,-87.64699859999999,45
11,0,6,3.0,92.0,53,4.87,9,11,1,41.94535,-87.65223,45
11,0,6,3.0,90.0,39,4.69,10,26,1,41.93447,-87.71804,8
11,0,2,1.0,74.0,57,4.88,9,15,1,41.93755,-87.64509,45
11,0,2,2.0811539071168172,74.0,62,4.95,9,8,1,41.93775,-87.64391,45
11,0,2,1.0,78.0,28,4.82,9,16,1,41.94063,-87.66862,45
11,0,2,1.0,60.0,31,4.9,10,6,1,41.93692,-87.64117,45
11,0,2,1.0,60.0,61,4.97,9,6,1,41.93883,-87.64349,45
11,0,6,2.0,83.0,50,4.9,9,10,1,41.95026,-87.6561,94
11,0,2,1.0,78.0,33,4.64,9,22,1,41.93896,-87.67081,45
11,0,4,2.0,83.0,45,4.89,9,17,1,41.95166,-87.65775,94
11,0,2,2.0811539071168172,71.0,63,4.84,10,7,1,41.93645,-87.64068,45
11,0,2,2.0811539071168172,77.0,57,4.81,9,15,1,41.93852,-87.66886,45
