,type,rating,review_count,lat,lon,category,price
120,2,4.0,44,41.91762221723072,-87.67786379903555,254,-1
121,2,4.5,90,41.941510042410464,-87.70199999213219,217,-1
122,2,4.5,16,41.884643,-87.647681,144,-1
123,2,4.5,30,41.94947864703971,-87.6498076,67,1
124,2,4.0,39,41.93839561390341,-87.69310981035231,117,-1
125,2,4.5,3064,41.889295011779424,-87.63489302317039,217,2
126,2,4.0,109,41.90351,-87.6768,11,1
127,2,4.0,28,41.90351949348292,-87.66808848828079,97,-1
128,2,4.0,2,41.938693,-87.644476,122,-1
129,2,4.5,63,41.896176331648654,-87.668933,122,-1
130,2,4.5,1164,41.88191,-87.65302,122,2
131,2,5.0,42,41.86873818360117,-87.6865608,246,1
132,2,4.0,697,41.91756,-87.67792,92,2
133,2,4.5,253,41.91100798131499,-87.6359523,122,1
134,2,4.5,1605,41.89099031909493,-87.63090253497006,144,1
135,2,4.0,1218,41.88899123604051,-87.63060106406591,146,1
136,2,5.0,48,41.877754,-87.629628,92,-1
137,2,4.5,85,41.91049,-87.6436,117,-1
138,2,2.0,1,41.91735098704713,-87.69846185188875,92,-1
139,2,4.5,32,41.88512,-87.64829,53,-1
140,2,5.0,244,41.85405076353342,-87.68549001270712,81,1
141,2,4.5,1400,41.9128227233887,-87.6815719604492,37,1
142,2,4.5,82,41.892207051940055,-87.62390403884024,234,-1
143,2,4.0,449,41.9289,-87.6977,146,1
144,2,5.0,10,41.9192,-87.69182,125,-1
145,2,5.0,213,41.943218,-87.65401,38,-1
146,2,5.0,303,41.9616665,-87.6802497,146,1
147,2,4.5,44,41.90653307029972,-87.68683176487684,31,-1
148,2,4.5,303,41.8958059,-87.6819438,237,1
149,2,4.5,34,41.97340718068848,-87.65521060200604,222,1
150,2,4.5,741,41.9150939,-87.6777957,130,1
151,2,4.5,191,41.910089757680495,-87.6790623,110,2
152,2,4.0,159,41.9103888,-87.6672851666808,53,1
153,2,4.5,29,41.902763142599,-87.6953441678981,193,-1
154,2,4.5,75,41.88392,-87.640522,51,-1
155,2,4.0,753,41.8962675288597,-87.6676179198911,31,1
156,2,4.0,1689,41.90841,-87.67492,158,1
157,2,4.5,70,41.91353757217724,-87.71156377265784,32,1
158,2,4.0,1681,41.9100899,-87.6853,241,1
159,2,4.0,460,41.940442,-87.64041,31,1
160,2,4.5,325,41.91426,-87.68393,176,1
161,2,5.0,7,41.884037,-87.705742,81,-1
162,2,5.0,391,41.8860966,-87.6449481,158,3
163,2,4.5,127,41.8948501,-87.6386649,92,3
164,2,4.0,16,41.91964834595007,-87.6916633,123,-1
165,2,4.5,16,41.91706,-87.66494,197,-1
166,2,4.5,201,41.924472,-87.711018,31,1
167,2,3.5,175,41.90298,-87.67079,210,-1
168,2,4.5,199,41.8991,-87.66698,130,1
169,2,4.0,161,41.9201777,-87.6778824,158,1
170,2,4.5,19,41.96823,-87.688624,97,-1
171,2,4.5,63,41.915980361557416,-87.68754992634057,228,1
172,2,3.5,471,41.90765,-87.67217,208,1
173,2,3.5,28,41.903478549914645,-87.67641259999999,192,-1
174,2,4.5,12,41.89605330271012,-87.67609152942896,16,-1
175,2,4.5,704,41.942883,-87.6528328,39,1
176,2,4.0,703,41.944707,-87.706518,130,2
177,2,4.0,4315,41.892335432963,-87.6262607945148,103,1
178,2,4.5,2439,41.884290441849,-87.6433979433133,144,2
179,2,4.0,77,41.90517,-87.66973,220,1
180,2,4.5,4823,41.918984,-87.648687,210,1
181,2,4.5,337,41.942973,-87.69673,158,2
182,2,5.0,10,41.92627874249667,-87.64060188084841,159,-1
183,2,4.0,116,41.92008,-87.66261,11,-1
184,2,5.0,27,41.8772993,-87.6403507,53,-1
185,2,4.0,468,41.885893,-87.649087,144,1
186,2,4.5,2367,41.929444,-87.643016,130,1
187,2,5.0,20,41.919511,-87.677951,190,-1
188,2,4.5,1509,41.90597798618776,-87.63044059078999,38,2
189,2,4.0,124,41.94543907,-87.7094453,107,-1
190,2,4.0,79,41.891139,-87.619957,35,-1
191,2,4.0,596,41.902406,-87.628907,234,2
192,2,4.0,509,41.866031,-87.716158,39,1
193,2,4.0,133,41.89134,-87.65763,122,2
194,2,4.5,4721,41.95021,-87.72795,17,1
195,2,4.5,224,41.89596,-87.6944,197,2
196,2,4.0,572,41.91025,-87.67566,176,1
197,2,4.0,3025,41.92084,-87.63721,176,1
198,2,4.5,2795,41.93166,-87.64859,122,2
199,2,4.0,537,41.884105,-87.64914,234,1
200,2,4.0,42,41.9380738223779,-87.64449571346918,130,-1
201,2,4.5,1013,41.9643402,-87.6853638,254,1
202,2,4.0,246,41.91766,-87.70738,37,1
203,2,4.5,75,41.904491072671874,-87.64840227256053,222,-1
204,2,4.5,41,41.884137,-87.640973,81,-1
205,2,5.0,33,41.91774530403699,-87.68436580896378,217,-1
206,2,4.0,3,41.88634,-87.66663,37,-1
207,2,4.0,124,41.89107915131312,-87.61091017398391,234,1
208,2,4.0,2,41.938693,-87.644476,122,-1
209,2,4.5,432,41.88468,-87.642322,122,2
210,2,4.5,19,41.902726,-87.690483,37,-1
211,2,3.5,53,41.90347,-87.67923,208,1
212,2,4.5,598,41.8920162809497,-87.6318293755272,225,1
213,2,5.0,13,41.93972,-87.68671,222,-1
214,2,4.5,3543,41.9361214592879,-87.6444210345452,130,1
215,2,4.5,89,41.92260599461892,-87.69751406610787,16,1
216,2,4.0,1363,41.9063606,-87.6716766,146,0
217,2,4.0,901,41.89603204706323,-87.63160681366912,130,1
218,2,4.5,127,41.877235,-87.634992,144,1
219,2,4.5,66,41.91993037383063,-87.6414504647255,158,-1
220,2,4.0,465,41.93643,-87.66141,16,1
221,2,4.5,566,41.9124416,-87.6620728,16,2
222,2,4.0,86,41.8874426163459,-87.6176301019272,125,-1
223,2,4.5,323,41.92469,-87.73466,146,1
224,2,5.0,158,41.92863852610618,-87.6420659628887,104,-1
225,2,5.0,135,41.92138074882422,-87.65329362535614,48,-1
226,2,4.5,1246,41.89439,-87.62261,158,1
227,2,4.5,45,41.896312,-87.664046,152,-1
228,2,4.5,36,41.88341268227717,-87.6529395,53,-1
229,2,4.0,166,41.9083122,-87.6462027,207,1
230,2,4.5,59,41.952752825751006,-87.74747239999999,173,-1
231,2,4.0,1858,41.8865,-87.6491,51,2
232,2,4.5,342,41.89595887400773,-87.63434971857902,122,1
233,2,4.0,161,41.9318,-87.70481,117,1
234,2,4.5,369,41.86275,-87.687,158,3
235,2,4.0,410,41.886796818001024,-87.65006202423532,104,-1
236,2,4.5,58,41.90997,-87.69003,224,-1
237,2,4.5,111,41.96063,-87.68828,81,-1
238,2,5.0,15,41.988861274752935,-87.67012674708752,234,-1
239,2,4.0,306,41.88942,-87.64452,130,2
240,2,4.5,78,41.932851,-87.652434,176,1
241,2,4.0,80,41.94235,-87.6635,125,-1
242,2,4.5,216,41.912809,-87.697383,17,1
243,2,5.0,72,41.8541,-87.68118,222,0
244,2,4.0,2945,41.889798,-87.630293,189,1
245,2,4.5,13,41.89046257350089,-87.63126202495286,251,-1
246,2,4.5,58,41.925029,-87.659334,116,1
247,2,4.5,807,41.853906974902266,-87.63366102533693,51,1
248,2,4.5,16,41.89757975807565,-87.66705751419067,81,-1
249,2,4.5,41,41.909818,-87.717858,188,-1
250,2,4.5,41,41.909818,-87.717858,188,-1
251,2,5.0,417,41.918054,-87.645757,135,1
252,2,4.5,1091,41.891591,-87.626302,158,1
253,2,4.0,1136,41.91787,-87.65423,37,1
254,2,4.5,186,41.95451371278955,-87.66447793025353,158,1
255,2,5.0,4,41.89632893101295,-87.63623591512442,144,-1
256,2,3.5,94,41.88871354678805,-87.65040904283524,32,-1
257,2,3.5,7,41.8692164,-87.663385367642,117,-1
258,2,4.5,205,41.89767781975498,-87.62807020124552,158,2
259,2,4.0,936,41.965223,-87.686103,208,1
260,2,4.0,281,41.93068,-87.70971,122,1
261,2,4.0,133,41.92497795950096,-87.69722434306789,53,1
262,2,4.5,526,41.92496,-87.71099,146,1
263,2,4.5,28,41.85795590912043,-87.66447738280532,246,-1
264,2,4.5,80,41.89938,-87.69961,158,0
265,2,4.5,228,41.85267,-87.62361,150,-1
266,2,4.5,412,41.85802,-87.66801,188,1
267,2,4.0,2913,41.9174315,-87.6486675,234,1
268,2,4.5,128,41.86457,-87.64612,110,-1
269,2,4.5,417,41.9261880718568,-87.6496120914817,144,3
270,2,5.0,278,41.86779565561982,-87.6260418,51,-1
271,2,4.0,283,41.922655707111,-87.7167737288361,193,1
272,2,4.0,645,41.90489515012891,-87.66865167262249,130,1
273,2,4.5,11,41.915991949295766,-87.66959512492016,214,-1
274,2,4.0,2156,41.9195063,-87.6915015,189,1
275,2,3.5,291,41.8773,-87.66869,158,1
276,2,4.0,261,41.8910351928034,-87.63127721353949,210,-1
277,2,4.5,370,41.85717522762979,-87.66636896931152,146,1
278,2,5.0,24,41.877657,-87.64681,51,-1
279,2,4.5,144,41.9039,-87.66675,43,1
280,2,4.0,2641,41.9507843879442,-87.6639031774259,133,2
281,2,4.0,698,41.8854,-87.64823,158,3
282,2,4.5,12,41.884327,-87.632801,122,-1
283,2,4.5,962,41.900246,-87.625163,158,1
284,2,4.0,639,41.895473,-87.696973,208,0
285,2,4.5,123,41.94277,-87.67041,246,1
286,2,4.5,288,41.8866214,-87.6514653,234,3
287,2,4.0,32,41.91071,-87.67484,17,-1
288,2,5.0,85,41.94398,-87.64537,130,1
289,2,4.5,412,41.917687,-87.698252,122,1
290,2,4.0,38,41.889862,-87.62577,208,-1
291,2,4.5,7,41.92273,-87.68724,146,-1
292,2,4.0,628,41.90937,-87.64804,158,1
293,2,4.5,517,41.953504,-87.728805,152,1
294,2,4.0,809,41.88266,-87.62499,234,1
295,2,4.5,86,41.85303596004553,-87.67573680326467,146,0
296,2,4.0,32,41.91000765182464,-87.63442710000001,197,-1
297,2,4.5,131,41.88467275893135,-87.6512161,158,1
298,2,4.5,36,41.92182103852623,-87.6662626,35,-1
299,2,4.0,738,41.8908475350465,-87.6161211240793,158,1
300,2,3.5,2,41.94420561608926,-87.70565751940012,237,-1
301,2,4.5,172,41.88495,-87.65411,189,1
302,2,5.0,4,41.95400442494698,-87.67537901487863,219,-1
303,2,4.0,7812,41.92187,-87.664486,176,1
304,2,4.0,2111,41.87896,-87.64763,104,1
305,2,4.5,214,41.85432,-87.6416,219,1
306,2,4.5,135,41.9028,-87.66726,46,1
307,2,4.0,644,41.8730157686049,-87.62615,126,1
308,2,3.5,39,41.88703709267358,-87.6494785,146,-1
309,2,4.5,36,41.88742,-87.65185,158,1
310,2,3.5,168,41.90344890769958,-87.67129670418927,130,1
311,2,4.0,2822,41.8532564325305,-87.6349026829699,197,1
312,2,3.5,122,41.91037858608161,-87.67393255743343,222,-1
313,2,4.5,483,41.9642255519757,-87.6854829048272,170,1
314,2,4.5,94,41.879879166,-87.665247833,38,-1
315,2,4.5,1556,41.8977379,-87.6220855,167,1
316,2,5.0,21,41.8650211,-87.64629153214622,147,-1
317,2,4.0,256,41.9286,-87.66236,104,1
318,2,4.5,457,41.89945,-87.69716,54,1
319,2,4.5,275,41.910374,-87.701357,193,0
320,2,4.5,1085,41.8496414,-87.6321168,151,1
321,2,4.5,198,41.88584134555982,-87.64400974930881,125,2
322,2,4.0,2194,41.94263,-87.70274,48,1
323,2,4.5,315,41.93208,-87.644361,68,1
324,2,4.5,128,41.8831,-87.62868,117,-1
325,2,3.5,112,41.94235,-87.6635,69,-1
326,2,4.5,2,41.882255359057474,-87.63013837565235,29,-1
327,2,4.0,379,41.896157,-87.675662,158,2
328,2,4.0,547,41.903222,-87.6816573,254,1
329,2,4.5,43,41.93908585148432,-87.6982328,16,-1
330,2,4.5,46,41.91722063666055,-87.71130297090225,146,-1
331,2,4.5,542,41.846148,-87.709083,146,1
332,2,4.0,954,41.91266890000001,-87.638385,234,1
333,2,4.5,622,41.92744,-87.70424,197,1
334,2,4.5,2726,41.8915901798304,-87.6225186472213,122,1
335,2,4.5,849,41.89117,-87.66986,31,1
336,2,4.0,430,41.86824,-87.63217,116,3
337,2,4.0,284,41.94285,-87.68587,144,2
338,2,4.5,262,41.909976,-87.692779,61,1
339,2,4.5,6,41.96542606672767,-87.68665004521608,53,-1
340,2,4.5,157,41.9850256680756,-87.6689633333333,144,1
341,2,4.0,5458,41.8934479679332,-87.6283662020996,122,1
342,2,4.5,364,41.943481,-87.680633,43,1
343,2,4.5,157,41.8790016174316,-87.6774139404297,30,1
344,2,4.5,185,41.9503739,-87.6639039,254,1
345,2,4.5,18,41.93211641571614,-87.67533414065836,176,-1
346,2,4.5,19,41.85432,-87.6416,68,-1
347,2,4.0,19,41.908919,-87.652015,17,-1
348,2,4.0,219,41.89153,-87.62204,51,1
349,2,4.0,99,41.8957595825195,-87.7142944335938,158,1
350,2,4.0,99,41.8957595825195,-87.7142944335938,158,1
351,2,4.0,125,41.94792,-87.6575,158,1
352,2,4.5,102,41.91025,-87.63192,38,-1
353,2,4.5,147,41.889395,-87.635401,158,1
354,2,4.5,22,41.909979,-87.687769,130,-1
355,2,4.0,1055,41.893954,-87.62837573,158,1
356,2,4.0,197,41.921841,-87.658583,146,1
357,2,4.0,159,41.9385,-87.66752,150,1
358,2,4.5,186,41.878339,-87.62662992331326,11,0
359,2,5.0,40,41.969205,-87.659878,222,-1
360,2,5.0,25,41.92536874706707,-87.6667917,192,-1
361,2,4.5,71,41.887304,-87.6513303,122,-1
362,2,4.5,175,41.952252,-87.677768,117,-1
363,2,5.0,19,41.86908,-87.66297,214,-1
364,2,5.0,6,41.92188171390527,-87.69758507609366,176,-1
365,2,4.0,193,41.8938651,-87.632917,144,-1
366,2,4.5,36,41.889217,-87.651297,176,-1
367,2,4.0,1089,41.8722769939333,-87.6310924282417,125,1
368,2,4.0,323,41.8903664081496,-87.62827419999999,124,1
369,2,4.5,67,41.88477602490234,-87.64728711107014,125,-1
370,2,5.0,10,41.93679479326978,-87.71974369999995,193,-1
371,2,4.5,148,41.8989028930664,-87.6670227050781,158,3
372,2,4.0,53,41.88184553841489,-87.6607705,176,-1
373,2,4.5,419,41.9451151,-87.6630233,254,2
374,2,4.5,127,41.92117839114374,-87.6489538,144,-1
375,2,4.0,461,41.90783,-87.63442,147,1
376,2,4.0,575,41.929155,-87.707174,234,1
377,2,4.0,526,41.9031971642231,-87.6670556213551,179,1
378,2,4.0,1822,41.89281,-87.62223,125,1
379,2,4.5,98,41.9612451,-87.6841485,189,1
380,2,5.0,13,41.9695805059533,-87.68859429999999,158,-1
381,2,4.5,60,41.9244525464788,-87.7135253,189,1
382,2,4.5,133,41.88379301336798,-87.63741019999999,217,3
383,2,4.5,79,41.95248,-87.76732,56,1
384,2,4.0,386,41.88666,-87.64788,210,2
385,2,4.5,2568,41.9134194160823,-87.6482384681229,158,3
386,2,4.5,684,41.857808,-87.658043,158,2
387,2,4.0,9,41.89167967912123,-87.60496339999999,222,-1
388,2,3.5,18,41.926419,-87.702604,146,-1
389,2,4.5,295,41.895865,-87.690367,15,1
390,2,4.5,45,41.887458,-87.651931,219,-1
391,2,4.5,44,41.92289,-87.68724,38,-1
392,2,3.5,1248,41.88656577842628,-87.62422817265735,234,1
393,2,4.0,276,41.8793561,-87.6669304,133,1
394,2,4.0,669,41.94285906788237,-87.64915912883504,16,1
395,2,4.0,553,41.857905464288,-87.653351765299,246,1
396,2,4.0,1061,41.92873960498253,-87.64252209846221,107,1
397,2,3.5,100,41.94341419095674,-87.6782919,16,-1
398,2,4.5,278,41.94015,-87.65386,254,1
399,2,4.5,36,41.8790006556706,-87.6324459,217,-1
400,2,4.0,2351,41.9176864624023,-87.6918029785156,61,1
401,2,4.5,168,41.956787,-87.692983,220,-1
402,2,4.0,757,41.891998,-87.622908,158,1
403,2,4.0,464,41.871198376219645,-87.6273083,67,1
404,2,4.5,15,41.933034,-87.65355,192,-1
405,2,4.0,70,41.90328547351136,-87.681304,15,1
406,2,4.5,456,41.85388,-87.641725,116,-1
407,2,4.5,8,41.9217419,-87.6651076,144,-1
408,2,4.0,3406,41.886644,-87.648765,158,2
409,2,4.5,279,41.89133,-87.66176,119,1
410,2,4.0,248,41.903364,-87.653,197,0
411,2,4.5,150,41.9000224550849,-87.6368449225973,2,0
412,2,4.5,130,41.918487,-87.63836,144,1
413,2,4.0,498,41.94474,-87.66429,158,1
414,2,4.0,172,41.89232385107228,-87.6232092444025,31,1
415,2,4.5,535,41.857612801225,-87.669703625051,146,0
416,2,4.5,234,41.92993,-87.706992,67,1
417,2,3.0,2,41.92013571201583,-87.64906357973814,228,-1
418,2,4.5,43,41.94009645373361,-87.65017061984084,36,-1
419,2,4.0,11,41.933828,-87.644326,2,-1
420,2,4.0,762,41.8932151,-87.6233697,158,1
421,2,4.0,1801,41.90224,-87.62851,158,1
422,2,4.0,869,41.9217435,-87.6490466,104,1
423,2,4.5,567,41.9350992,-87.646744,144,1
424,2,4.5,71,41.91743,-87.69009,219,-1
425,2,4.0,1051,41.8963899,-87.66383,31,1
426,2,4.5,94,41.88461682920951,-87.64220550656319,219,-1
427,2,4.0,1550,41.8732738,-87.6244472,224,2
428,2,4.5,81,41.877819,-87.646846,51,-1
429,2,4.0,573,41.88935,-87.6314,158,1
430,2,3.5,45,41.93047,-87.68871,17,-1
431,2,4.5,176,41.909745,-87.707155,55,1
432,2,4.0,281,41.927818,-87.663743,97,1
433,2,4.5,260,41.91878,-87.68712,114,1
434,2,4.5,413,41.89319,-87.66753,146,1
435,2,4.0,782,41.887924,-87.631316,16,2
436,2,4.0,3227,41.8909469,-87.6317244,11,2
437,2,4.0,2109,41.884679029661314,-87.64882720122337,122,1
438,2,4.5,62,41.93504,-87.64401,61,1
439,2,4.0,534,41.89498,-87.63158,158,1
440,2,4.0,106,41.927703,-87.706746,193,-1
441,2,4.0,95,41.92777885016586,-87.64163193697226,51,-1
442,2,4.0,489,41.8798514098601,-87.63056782199605,87,1
443,2,4.5,1103,41.90340202167879,-87.67511680088914,125,1
444,2,4.0,86,41.882802,-87.644468,125,-1
445,2,4.0,21,41.9005089,-87.6243134,158,1
446,2,4.5,22,41.92954977788293,-87.65471476539433,97,-1
447,2,4.0,57,41.87774,-87.64471,130,1
448,2,4.0,99,41.90251,-87.66782,197,1
449,2,3.5,222,41.89178,-87.62683,158,2
450,2,4.0,524,41.92589,-87.70168,176,1
451,2,4.5,85,41.94031,-87.6545,12,-1
452,2,4.5,60,41.8537,-87.63477,125,1
453,2,4.0,685,41.8796191,-87.6299253,158,1
454,2,4.0,98,41.94866828690152,-87.65818820223245,16,1
455,2,4.5,504,41.94265,-87.66354,176,2
456,2,4.0,184,41.92269,-87.68782,222,1
457,2,4.0,644,41.865315213413886,-87.62553711417962,11,1
458,2,4.0,8,41.8987,-87.70729633,39,-1
459,2,4.5,656,41.8577419033754,-87.6922491206512,32,1
460,2,4.5,7,41.925425,-87.701978,113,-1
461,2,5.0,7,41.845281,-87.705428,31,-1
462,2,3.5,682,41.8792538,-87.63130264271024,187,1
463,2,4.5,3,41.8386873197038,-87.64658723026514,11,-1
464,2,4.0,647,41.9200319,-87.640967,158,1
465,2,4.5,2922,41.891938,-87.62569,197,2
466,2,4.5,271,41.899692,-87.627519,234,2
467,2,4.0,874,41.9087894317852,-87.6750575002329,189,1
468,2,4.5,49,41.96134259762617,-87.68398875412589,122,-1
469,2,4.5,69,41.91376230739566,-87.66415756772959,219,-1
470,2,4.0,1257,41.85351,-87.63448,51,1
471,2,4.0,89,41.86911,-87.66147,122,-1
472,2,3.5,157,41.926802417024,-87.6305051663638,31,1
473,2,4.0,1524,41.8955265,-87.626528,214,1
474,2,5.0,33,41.91580244871469,-87.68704597380571,31,-1
475,2,4.5,115,41.91742,-87.63621,16,-1
476,2,4.5,640,41.8794583529234,-87.6270027458668,11,1
477,2,4.0,245,41.910642,-87.678264,31,1
478,2,3.5,69,41.9104257244175,-87.6766826628237,53,-1
479,2,4.5,331,41.88781270743207,-87.625254635582,197,2
480,2,5.0,34,41.931865,-87.700242,20,-1
481,2,4.0,1150,41.920024442085,-87.636636114155,234,1
482,2,4.5,53,41.96063,-87.68296,150,-1
483,2,4.0,347,41.921427,-87.656728,158,1
484,2,4.0,743,41.861043,-87.628155,210,1
485,2,4.0,612,41.9098026,-87.6767066,104,2
486,2,4.5,1521,41.886691904806014,-87.63297008166786,234,2
487,2,4.0,102,41.87878,-87.62489,158,2
488,2,4.0,85,41.89686075995737,-87.62836438435944,116,2
489,2,3.5,50,41.902906,-87.676736,222,-1
490,2,4.0,64,41.92192,-87.6594,243,1
491,2,3.5,57,41.926045732319686,-87.701677528836,146,-1
492,2,4.5,683,41.9540099,-87.74883,158,1
493,2,4.5,78,41.8793383,-87.6688081,31,1
494,2,4.0,353,41.9139586307373,-87.6485445788551,254,1
495,2,4.0,85,41.92184,-87.66422,187,1
496,2,3.5,387,41.9054327842223,-87.6699330725035,39,2
497,2,4.5,216,41.89043,-87.63079,197,2
498,2,4.5,148,41.910854,-87.6393958,228,1
499,2,4.5,2084,41.882416,-87.633641,54,1
500,2,4.5,247,41.90998,-87.67631,240,1
